check_date,complete_date,loc,major,status,type,visa,waiting_days
2013-08-01,2013-08-26,BeiJing,CE,Clear,Renewal,F1,25
2013-08-01,0000-00-00,BeiJing,N/A,Pending,New,F1,2011
2013-08-01,2013-08-29,ChengDu,Evolution,Clear,New,J1,28
2013-08-01,2013-08-21,GuangZhou,CS,Clear,New,J1,20
2013-08-01,2013-09-24,ShenYang,ME,Clear,New,B2,54
2013-08-01,2013-08-20,BeiJing,ECE,Clear,Renewal,F1,19
2013-08-01,2013-08-22,BeiJing,N/A,Clear,New,J1,21
2013-08-01,2013-10-24,GuangZhou,Materials Science and Eng,Clear,New,J1,84
2013-08-02,2013-08-27,ShangHai,Bioinformatics,Clear,Renewal,F1,25
2013-08-02,2013-09-18,ShangHai,Chemistry,Clear,New,B1,47
2013-08-02,2013-08-27,BeiJing,Computer Science,Clear,Renewal,F1,25
2013-08-02,2013-08-20,BeiJing,chemical engineering,Clear,New,J1,18
2013-08-02,2013-09-26,BeiJing,N/A,Clear,New,B1,55
2013-08-02,2013-08-23,GuangZhou,physics,Clear,Renewal,F1,21
2013-08-02,2013-08-28,GuangZhou,Applied Math,Clear,Renewal,F1,26
2013-08-02,0000-00-00,ShenYang,ME,Pending,Renewal,J1,2010
2013-08-02,2013-10-24,ShangHai,N/A,Clear,Renewal,B2,83
2013-08-02,0000-00-00,ShangHai,medical chemistry,Pending,Renewal,H1,2010
2013-08-02,2013-08-26,BeiJing,pharm sci,Clear,Renewal,F1,24
2013-08-02,2013-08-26,ShangHai,MSE,Clear,New,F1,24
2013-08-02,2013-08-22,ShenYang,Computer Science,Clear,New,J1,20
2013-08-05,2013-09-26,ChengDu,plant genomics,Clear,New,J1,52
2013-08-05,2013-08-27,ShangHai,measurement,Clear,New,J1,22
2013-08-05,2013-08-27,GuangZhou,Computer Science,Clear,Renewal,F1,22
2013-08-05,2013-08-28,BeiJing,Computer Engineering,Clear,New,F1,23
2013-08-05,2013-08-24,BeiJing,N/A,Clear,New,J1,19
2013-08-05,2013-08-24,BeiJing,N/A,Clear,New,J1,19
2013-08-05,2013-09-16,ChengDu,Bioinformatics,Clear,New,F1,42
2013-08-05,0000-00-00,BeiJing,Engineering,Pending,New,F1,2007
2013-08-05,2013-09-20,GuangZhou,N/A,Clear,New,B1,46
2013-08-05,2013-09-20,ShangHai,CS,Clear,New,H1,46
2013-08-05,2013-08-27,BeiJing,neuroscience,Clear,New,J1,22
2013-08-05,2013-08-26,ShangHai,N/A,Clear,Renewal,F1,21
2013-08-05,2013-09-27,BeiJing,EE,Clear,New,B1,53
2013-08-05,2013-08-29,ShangHai,Nutrition,Clear,New,F1,24
2013-08-05,2013-09-18,GuangZhou,EE,Clear,New,B1,44
2013-08-05,2013-08-27,ShangHai,EE,Clear,New,J1,22
2013-08-05,0000-00-00,Europe,Chemical Engineering,Pending,New,F1,2007
2013-08-06,2013-10-24,BeiJing,Material Science,Clear,Renewal,H1,79
2013-08-06,2013-09-25,BeiJing,Chemical Engineering,Clear,Renewal,H1,50
2013-08-06,0000-00-00,BeiJing,ME,Pending,New,J1,2006
2013-08-06,2013-10-25,ShangHai,Nuclear Technology,Clear,New,B1,80
2013-08-06,2013-08-28,ShangHai,medicine,Clear,New,J1,22
2013-08-06,0000-00-00,GuangZhou,Immunology,Pending,New,J1,2006
2013-08-06,2013-08-27,BeiJing,Biological Engineering,Clear,Renewal,F1,21
2013-08-06,2013-09-23,Others,ME,Clear,New,B1,48
2013-08-06,2013-08-26,BeiJing,Biology,Clear,Renewal,F1,20
2013-08-06,2013-08-29,ChengDu,EE,Clear,Renewal,F1,23
2013-08-06,0000-00-00,ShangHai,CHEMISTRY,Pending,Renewal,F1,2006
2013-08-06,2013-09-25,ShangHai,Biomedical Engineering,Clear,New,B1,50
2013-08-06,2013-10-28,ChengDu,Optical Engineering,Clear,New,B1,83
2013-08-06,2013-09-23,BeiJing,Biomedical Sciences,Clear,New,B2,48
2013-08-07,0000-00-00,ShangHai,AE,Pending,New,J1,2005
2013-08-07,0000-00-00,ShangHai,AE,Pending,New,J1,2005
2013-08-07,2013-12-18,Ottawa,biomedical engineering,Clear,New,J1,133
2013-08-07,0000-00-00,ShangHai,MSE,Pending,New,F1,2005
2013-08-07,2013-08-27,ShangHai,Chemistry,Clear,Renewal,F1,20
2013-08-07,2013-08-27,GuangZhou,Mechanical Engineering,Clear,New,F1,20
2013-08-07,2013-08-26,ShangHai,N/A,Clear,New,B1,19
2013-08-07,2013-09-27,ShangHai,aerospace,Clear,New,L1,51
2013-08-07,0000-00-00,GuangZhou,EOM,Pending,New,L1,2005
2013-08-07,2013-08-28,ShangHai,MSE,Clear,Renewal,F1,21
2013-08-07,2013-09-23,GuangZhou,EE,Clear,New,H1,47
2013-08-07,2013-08-28,BeiJing,ChemE,Clear,Renewal,F1,21
2013-08-08,2013-09-26,BeiJing,N/A,Clear,New,H1,49
2013-08-08,0000-00-00,GuangZhou,Material Science,Pending,New,B1,2004
2013-08-08,2013-10-15,BeiJing,Fluid Mechanics,Clear,New,J1,68
2013-08-08,0000-00-00,ShenYang,Computer Applied Technolo,Pending,New,J1,2004
2013-08-08,2013-08-27,BeiJing,Material Engineering,Clear,Renewal,F1,19
2013-08-08,2013-09-23,Vancouver,ME,Clear,New,H1,46
2013-08-08,2013-08-28,ShenYang,Computer Applied Technolo,Clear,New,J1,20
2013-08-08,2013-08-29,GuangZhou,N/A,Clear,New,J1,21
2013-08-08,2013-09-26,ShangHai,N/A,Clear,New,B1,49
2013-08-08,2013-09-23,BeiJing,N/A,Clear,New,B2,46
2013-08-08,2013-08-27,Ottawa ,EE,Clear,Renewal,F1,19
2013-08-08,0000-00-00,BeiJing,EE,Pending,Renewal,F1,2004
2013-08-08,0000-00-00,GuangZhou,biomedicine,Pending,New,H1,2004
2013-08-08,2013-09-16,ChengDu,Computer Science,Clear,Renewal,F1,39
2013-08-08,0000-00-00,BeiJing,biology,Pending,New,F1,2004
2013-08-08,2013-08-28,BeiJing,Chemical Engineering,Clear,Renewal,F1,20
2013-08-09,2013-09-23,ShangHai,Biology,Clear,New,H1,45
2013-08-09,2013-08-26,ShangHai,Biochemistry,Clear,Renewal,F1,17
2013-08-09,0000-00-00,ShangHai,MBA,Pending,New,F1,2003
2013-08-09,2013-09-24,ShangHai,Chemistry,Clear,New,B1,46
2013-08-09,2013-08-29,ShangHai,Medical Imaging,Clear,New,J1,20
2013-08-09,2013-08-28,ShangHai,ME,Clear,New,J1,19
2013-08-09,0000-00-00,ShangHai,telecommunication,Pending,New,B2,2003
2013-08-09,2013-08-30,ShangHai,PUBLIC HEALTH,Clear,Renewal,F1,21
2013-08-09,0000-00-00,GuangZhou,cs,Pending,New,H1,2003
2013-08-09,2013-08-30,ShangHai,Biology,Clear,New,J1,21
2013-08-09,2013-08-28,ShangHai,N/A,Clear,New,J2,19
2013-08-09,2013-10-15,BeiJing,bussiness meeting,Clear,New,B1,67
2013-08-09,2013-09-03,ShangHai,ME,Clear,Renewal,F1,25
2013-08-12,2013-09-24,BeiJing,Computer Science,Clear,New,B1,43
2013-08-12,2013-08-30,ShangHai,Biology,Clear,Renewal,J1,18
2013-08-12,2013-09-25,ShangHai,N/A,Clear,Renewal,B1,44
2013-08-12,2013-10-23,ShangHai,EE,Clear,Renewal,L1,72
2013-08-12,2013-10-04,Ottawa,microbiology,Clear,Renewal,H1,53
2013-08-12,2013-10-07,ShangHai,Physics,Clear,Renewal,H1,56
2013-08-12,2013-09-23,Europe,MSE,Clear,Renewal,H1,42
2013-08-12,2013-08-14,ShenYang,N/A,Clear,New,B2,2
2013-08-12,0000-00-00,BeiJing,Physics,Pending,Renewal,F1,2000
2013-08-13,2013-09-25,BeiJing,EE,Clear,New,L1,43
2013-08-13,2013-09-04,ShangHai,CS,Clear,Renewal,F1,22
2013-08-13,2013-09-25,BeiJing,Software Engineer,Clear,New,H1,43
2013-08-13,2013-09-05,BeiJing,MSE,Clear,Renewal,F1,23
2013-08-13,2013-09-25,ShangHai,EE,Clear,New,B1,43
2013-08-13,2013-08-22,BeiJing,CS,Clear,Renewal,F1,9
2013-08-13,2013-08-31,ShangHai,Civil,Clear,Renewal,J1,18
2013-08-13,2013-08-28,ShenYang,chemistry,Clear,New,J1,15
2013-08-13,2013-11-08,BeiJing,CIVIL ENGINEERING,Clear,New,J1,87
2013-08-13,2013-10-08,Europe,quantum chemistry,Clear,New,J1,56
2013-08-13,2013-08-23,ShangHai,Biomedical Engineering,Clear,Renewal,F1,10
2013-08-13,2013-08-28,BeiJing,Chemistry,Clear,Renewal,F1,15
2013-08-13,2013-09-24,BeiJing,N/A,Clear,Renewal,B1,42
2013-08-13,2013-11-08,ShenYang,CIVIL ENGINEERING,Clear,New,J1,87
2013-08-14,2013-10-25,BeiJing,Music,Clear,New,F1,72
2013-08-14,2013-09-25,BeiJing,N/A,Clear,New,B2,42
2013-08-14,2013-09-26,ShangHai,N/A,Clear,New,H1,43
2013-08-14,2013-08-30,ShangHai,Bioinformatics,Clear,Renewal,F1,16
2013-08-14,2013-09-25,ShenYang,ME,Clear,New,B2,42
2013-08-14,0000-00-00,BeiJing,N/A,Pending,New,B2,1998
2013-08-14,2013-09-04,ShangHai,EE,Clear,Renewal,F1,21
2013-08-14,2013-09-04,ShangHai,CS,Clear,New,J1,21
2013-08-14,2013-09-25,GuangZhou,CS,Clear,Renewal,B2,42
2013-08-15,2013-09-27,ShangHai,Biology,Clear,Renewal,H1,43
2013-08-15,2013-09-25,ShangHai,immunology,Clear,New,H1,41
2013-08-15,2013-09-26,BeiJing,GIS,Clear,New,B1,42
2013-08-15,2013-09-05,BeiJing,CS,Clear,New,J1,21
2013-08-15,2013-08-28,ShangHai,Vegetables genetics,Clear,New,J1,13
2013-08-15,2013-09-30,Others,Biology,Clear,New,H1,46
2013-08-15,2013-09-03,BeiJing,Boiengineering,Clear,Renewal,F1,19
2013-08-15,2013-09-13,GuangZhou,N/A,Clear,New,F1,29
2013-08-15,2013-09-05,BeiJing,Statistics,Clear,Renewal,F1,21
2013-08-15,0000-00-00,BeiJing,Biochemistry,Pending,New,J1,1997
2013-08-15,2013-12-10,ShangHai,N/A,Clear,New,B1,117
2013-08-15,2013-09-05,ShangHai,Pharmacology,Clear,New,J1,21
2013-08-15,2013-09-05,GuangZhou,medicine,Clear,New,J1,21
2013-08-16,0000-00-00,BeiJing,GIS,Pending,New,B1,1996
2013-08-16,2013-09-27,GuangZhou,EE,Clear,New,H1,42
2013-08-16,2013-09-04,BeiJing,CS,Clear,Renewal,F1,19
2013-08-16,2013-09-04,ShenYang,chemical biology,Clear,New,J1,19
2013-08-16,2013-09-05,GuangZhou,ME,Clear,New,J1,20
2013-08-16,2013-09-30,GuangZhou,CS,Clear,Renewal,H1,45
2013-08-16,2013-09-05,ShenYang,ECE,Clear,Renewal,F1,20
2013-08-19,2013-10-11,ChengDu,N/A,Clear,New,B1,53
2013-08-19,0000-00-00,BeiJing,N/A,Pending,New,B1,1993
2013-08-19,0000-00-00,BeiJing,N/A,Pending,New,B1,1993
2013-08-19,0000-00-00,BeiJing,N/A,Pending,New,B2,1993
2013-08-19,2013-09-05,ShangHai,chemistry,Clear,Renewal,F1,17
2013-08-19,2013-09-05,BeiJing,Materials Science,Clear,New,F1,17
2013-08-19,2013-09-06,BeiJing,N/A,Clear,New,J2,18
2013-08-19,2013-09-30,BeiJing,CS,Clear,New,B2,42
2013-08-19,2013-09-10,BeiJing,EE,Clear,Renewal,F1,22
2013-08-19,2013-09-05,BeiJing,Mechanical Engineering,Clear,Renewal,F1,17
2013-08-19,2013-09-05,BeiJing,molecular biology,Clear,New,J1,17
2013-08-19,2013-09-04,Ottawa,EE,Clear,Renewal,F1,16
2013-08-19,2013-09-05,BeiJing,CS,Clear,New,J1,17
2013-08-20,2013-10-04,GuangZhou,Engineering Science,Clear,Renewal,F1,45
2013-08-20,2013-09-26,BeiJing,Biomedical Science,Clear,New,H1,37
2013-08-20,2013-10-08,GuangZhou,N/A,Clear,New,B1,49
2013-08-20,2013-09-05,BeiJing,CS,Clear,Renewal,F1,16
2013-08-20,2013-09-26,BeiJing,Physics,Clear,Renewal,H1,37
2013-08-20,2013-09-30,BeiJing,CS,Clear,Renewal,H1,41
2013-08-20,2013-09-04,ShangHai,Computer Science,Clear,Renewal,F1,15
2013-08-20,2013-10-08,GuangZhou,chem,Clear,New,H4,49
2013-08-20,2013-09-30,BeiJing,cryptography,Clear,New,H1,41
2013-08-20,2013-09-30,BeiJing,Microelectronics,Clear,New,B2,41
2013-08-20,2013-09-05,ShangHai,Biomedical Engineering,Clear,Renewal,F1,16
2013-08-20,2013-09-05,BeiJing,ME,Clear,Renewal,F1,16
2013-08-20,2013-09-11,Ottawa,EE,Clear,Renewal,F1,22
2013-08-21,0000-00-00,ShenYang,Biomedical Engineering,Pending,New,H4,1991
2013-08-21,2013-09-26,BeiJing,EE,Clear,New,J1,36
2013-08-21,2013-09-26,BeiJing,N/A,Clear,New,J2,36
2013-08-21,0000-00-00,BeiJing,N/A,Pending,New,J1,1991
2013-08-21,2013-09-11,GuangZhou,Finance,Clear,Renewal,F1,21
2013-08-21,2013-09-05,BeiJing,Physics,Clear,Renewal,F1,15
2013-08-21,2013-09-26,BeiJing,Electrical engineering an,Clear,New,B2,36
2013-08-22,2013-09-05,BeiJing,Computer Science,Clear,New,F1,14
2013-08-22,2013-09-27,BeiJing,CS,Clear,New,B2,36
2013-08-22,2013-09-09,BeiJing,Chemical Engineering,Clear,New,J1,18
2013-08-22,2013-09-30,BeiJing,Chemistry,Clear,Renewal,H1,39
2013-08-22,2013-09-10,GuangZhou,Computational Chemistry,Clear,New,J1,19
2013-08-22,0000-00-00,BeiJing,Electric Propulsion,Pending,New,B1,1990
2013-08-23,0000-00-00,BeiJing,cs,Pending,New,B1,1989
2013-08-23,2013-11-01,ShangHai,N/A,Clear,New,H1,70
2013-08-23,2013-10-08,ShangHai,PHOTONICS,Clear,New,J1,46
2013-08-23,2013-09-13,ShangHai,N/A,Clear,New,F1,21
2013-08-23,2013-10-04,BeiJing,CS,Clear,New,B1,42
2013-08-23,2014-04-02,BeiJing,Aerospace Engineering,Reject,New,J1,222
2013-08-23,0000-00-00,BeiJing,Microbiology,Pending,New,J1,1989
2013-08-23,2013-10-04,BeiJing,CS,Clear,New,B1,42
2013-08-23,2013-09-05,ShangHai,Chemistry,Clear,Renewal,F1,13
2013-08-23,2013-09-11,BeiJing,Biomedical Engineering,Clear,New,J1,19
2013-08-23,2013-10-04,BeiJing,Materials,Clear,New,B1,42
2013-08-23,2013-09-27,Vancouver,N/A,Clear,New,H1,35
2013-08-23,2013-08-26,ShenYang,CS,Clear,Renewal,F1,3
2013-08-26,2013-10-07,BeiJing,ChE,Clear,Renewal,F1,42
2013-08-26,2013-12-16,GuangZhou,MBA,Clear,New,H1,112
2013-08-26,2013-10-25,Chennai,CS,Clear,Renewal,H1,60
2013-08-26,2013-10-07,ShangHai,N/A,Clear,New,B1,42
2013-08-26,2013-10-07,BeiJing,Biomedical Engineering,Clear,New,B2,42
2013-08-26,2013-10-04,BeiJing,biochemitry,Clear,New,B1,39
2013-08-26,2013-10-07,BeiJing,agricultural engineering,Clear,New,J1,42
2013-08-26,2013-10-15,ShangHai,ME,Clear,Renewal,F1,50
2013-08-26,0000-00-00,ShangHai,N/A,Pending,New,J1,1986
2013-08-26,2013-09-06,ShangHai,Biology,Clear,Renewal,F1,11
2013-08-26,2013-08-28,GuangZhou,Chemistry,Clear,Renewal,F1,2
2013-08-26,2013-10-07,ShangHai,Materials,Clear,New,J1,42
2013-08-26,2013-10-29,ShangHai,BME,Clear,New,J1,64
2013-08-26,0000-00-00,ShangHai,EE ,Pending,New,F1,1986
2013-08-27,2013-10-07,BeiJing,EE,Clear,New,H1,41
2013-08-27,0000-00-00,BeiJing,N/A,Pending,New,F1,1985
2013-08-27,2013-10-07,BeiJing,mechanical,Clear,New,H1,41
2013-08-27,2013-10-07,BeiJing,Mechanical Engineering,Clear,New,J1,41
2013-08-27,2013-10-07,BeiJing,CS,Clear,New,B1,41
2013-08-27,2013-10-16,BeiJing,CS,Clear,New,B1,50
2013-08-28,2013-10-07,Vancouver,N/A,Clear,Renewal,B2,40
2013-08-28,2013-10-07,ShangHai,EE,Clear,Renewal,H1,40
2013-08-28,0000-00-00,ShangHai,Chemistry,Pending,New,B1,1984
2013-08-28,2013-10-07,ShangHai,biomedical science,Clear,Renewal,F1,40
2013-08-28,2013-10-16,ShangHai,CS,Clear,New,H1,49
2013-08-28,2013-10-07,BeiJing,N/A,Clear,New,J1,40
2013-08-28,2013-11-12,BeiJing,Automation ,Clear,New,B1,76
2013-08-28,2013-10-23,BeiJing,Biology,Clear,New,J1,56
2013-08-28,2013-09-06,BeiJing,EE,Clear,Renewal,F1,9
2013-08-28,2013-10-07,BeiJing,surgery,Clear,New,B1,40
2013-08-28,2013-10-11,BeiJing,Computer Science,Clear,Renewal,F1,44
2013-08-28,2013-10-17,GuangZhou,N/A,Clear,New,H1,50
2013-08-29,2013-10-28,ShangHai,EE,Clear,New,B1,60
2013-08-29,2013-10-07,BeiJing,EE,Clear,Renewal,F1,39
2013-08-29,2013-10-11,BeiJing,N/A,Clear,Renewal,H1,43
2013-08-29,2013-11-14,BeiJing,N/A,Clear,New,B1,77
2013-08-29,2013-10-07,BeiJing,CS,Clear,New,B1,39
2013-08-29,0000-00-00,BeiJing,CS,Pending,New,B1,1983
2013-08-29,2013-10-16,BeiJing,EE,Clear,New,J1,48
2013-08-29,2013-10-16,ShangHai,ME,Clear,Renewal,F1,48
2013-08-29,2013-10-16,ShangHai,biomed,Clear,Renewal,H4,48
2013-08-29,2013-10-11,ShangHai,N/A,Clear,New,L1,43
2013-08-29,2013-10-07,BeiJing,MSE,Clear,New,J1,39
2013-08-29,2013-10-16,GuangZhou,EE,Clear,New,J1,48
2013-08-29,2013-10-09,ShangHai,Mechnical,Clear,New,B1,41
2013-08-29,0000-00-00,ShangHai,bioinformatics,Pending,New,J1,1983
2013-08-30,2013-10-11,BeiJing,EE,Clear,Renewal,F1,42
2013-08-30,2013-10-11,GuangZhou,Genetics,Clear,New,B1,42
2013-08-30,2013-10-11,ShangHai,Biotechnology,Clear,New,J1,42
2013-08-30,0000-00-00,BeiJing,Energy Engineering,Pending,New,J1,1982
2013-08-30,2013-10-11,BeiJing,EE,Clear,New,J1,42
2013-08-30,2013-10-11,BeiJing,ECE,Clear,Renewal,F1,42
2013-08-30,0000-00-00,BeiJing,Laser,Pending,New,B1,1982
2013-08-30,2013-10-11,BeiJing,BIO,Clear,Renewal,F1,42
2013-08-30,2013-10-11,BeiJing,biochemistry,Clear,New,J1,42
2013-08-30,2013-10-09,GuangZhou,EE,Clear,New,J1,40
2013-08-30,2013-11-14,Toronto,Chemical Engineering,Clear,New,B2,76
2013-08-30,0000-00-00,ChengDu,Physics,Pending,Renewal,F1,1982
2013-08-30,2013-10-29,BeiJing,Electromagnetic Materials,Reject,New,J1,60
2018-01-02,2018-01-26,ShangHai,N/A,Clear,Renewal,B1,24
2018-01-02,0000-00-00,ShangHai,N/A,Pending,Renewal,F1,396
2018-01-02,2018-02-21,ShenYang,me,Clear,New,H1,50
2018-01-02,2018-01-19,BeiJing,CS,Clear,Renewal,F1,17
2018-01-02,2018-01-26,BeiJing,CS,Clear,New,L1,24
2018-01-02,2018-01-25,BeiJing,Chemistry,Clear,Renewal,F1,23
2018-01-02,2018-02-01,BeiJing,Plant Biology,Clear,Renewal,F1,30
2018-01-02,2018-02-09,BeiJing,Humanities,Clear,New,F1,38
2018-01-02,2018-01-25,GuangZhou,EE,Clear,Renewal,F1,23
2018-01-02,2018-02-21,ShenYang,cs,Clear,Renewal,H1,50
2018-01-02,2018-01-23,Others,CS,Clear,Renewal,F1,21
2018-01-02,2018-01-31,BeiJing,EE,Clear,Renewal,H1,29
2018-01-02,2018-02-01,ShenYang,Chemical Engineering,Clear,New,H1,30
2018-01-02,2018-02-14,BeiJing,HCI,Clear,New,H1,43
2018-01-02,2018-01-17,ShenYang,Accounting,Clear,New,H1,15
2018-01-02,2018-02-14,BeiJing,Physics,Clear,New,H1,43
2018-01-02,2018-02-14,BeiJing,EE,Clear,New,H1,43
2018-01-03,2018-01-09,Others,TSE,Clear,New,B2,6
2018-01-03,2018-01-09,GuangZhou,Pharma,Clear,Renewal,F1,6
2018-01-03,2018-01-10,GuangZhou,N/A,Clear,New,B2,7
2018-01-03,2018-01-25,ChengDu,Materials,Clear,New,J1,22
2018-01-03,2018-01-22,ShangHai,Accounting,Clear,New,H1,19
2018-01-03,2018-01-25,Others,Aerospace Engineering,Clear,New,B1,22
2018-01-03,2018-01-26,ShangHai,Biology,Clear,New,B1,23
2018-01-03,2018-01-24,ShenYang,N/A,Clear,Renewal,F1,21
2018-01-04,2018-01-26,ShangHai,CS,Clear,New,F1,22
2018-01-04,2018-01-26,ShangHai,Biomedical,Clear,New,H1,22
2018-01-04,2018-01-26,ShangHai,Medicine,Clear,New,J1,22
2018-01-04,0000-00-00,ShangHai,N/A,Pending,New,J1,394
2018-01-04,2018-01-23,GuangZhou,Chemical Engineering,Clear,Renewal,F1,19
2018-01-04,2018-01-26,GuangZhou,Material Science,Clear,New,B2,22
2018-01-04,2018-01-26,GuangZhou,CS,Clear,New,H1,22
2018-01-04,2018-01-27,BeiJing,cs,Clear,Renewal,F1,23
2018-01-04,2018-01-25,ShangHai,Education,Clear,Renewal,J1,21
2018-01-04,2018-01-29,ChengDu,Biochemistry,Clear,New,B2,25
2018-01-04,2018-01-26,Others,CS,Clear,New,J1,22
2018-01-04,2018-01-30,Others,CS,Clear,Renewal,B1,26
2018-01-04,2018-03-09,GuangZhou,Computer Science,Clear,New,H1,64
2018-01-04,2018-01-26,GuangZhou,Material Science,Clear,New,B2,22
2018-01-04,2018-03-16,Others,Chemistry,Clear,Renewal,F1,71
2018-01-04,0000-00-00,BeiJing,EE,Pending,New,B1,394
2018-01-04,0000-00-00,Toronto,Systems Design Engineerin,Pending,New,B2,394
2018-01-04,2018-02-09,BeiJing,N/A,Clear,New,J1,36
2018-01-04,2018-02-09,BeiJing,N/A,Clear,New,F1,36
2018-01-05,2018-01-26,ShangHai,MIS,Clear,New,J1,21
2018-01-05,2018-01-11,ShangHai,physics,Clear,New,J1,6
2018-01-05,2018-01-23,ShangHai,Statistics,Clear,New,H1,18
2018-01-05,2018-01-26,BeiJing,CS,Clear,Renewal,H1,21
2018-01-05,2018-01-26,BeiJing,CS,Clear,Renewal,H4,21
2018-01-05,2018-01-26,BeiJing,CS,Clear,New,B2,21
2018-01-05,2018-01-29,ShangHai,CS,Clear,New,B1,24
2018-01-05,2018-01-29,ShangHai,Mechanical Engineering,Clear,Renewal,F1,24
2018-01-05,2018-01-29,GuangZhou,Software Engineering,Clear,New,B2,24
2018-01-05,0000-00-00,BeiJing,N/A,Pending,New,J1,393
2018-01-08,2018-01-30,Vancouver,Computer Engineering,Clear,New,H1,22
2018-01-08,2018-01-12,BeiJing,CS,Clear,New,B2,4
2018-01-08,2018-01-12,BeiJing,finance,Clear,New,H1,4
2018-01-08,0000-00-00,ShangHai,Biology,Pending,Renewal,J1,390
2018-01-08,2018-01-26,ShenYang,N/A,Clear,New,B1,18
2018-01-08,2018-01-17,ShangHai,Industrial Engineering,Clear,New,H1,9
2018-01-08,2018-02-06,BeiJing,communication engineering,Clear,New,B2,29
2018-01-08,2018-01-31,BeiJing,optical fiber communicati,Clear,Renewal,B1,23
2018-01-08,2018-01-26,BeiJing,CS,Clear,New,H1,18
2018-01-08,2018-01-29,ShangHai,Mechanical Engineering,Clear,Renewal,F1,21
2018-01-08,0000-00-00,BeiJing,CS + Bio,Pending,New,H1,390
2018-01-08,2018-01-30,ShangHai,N/A,Clear,Renewal,H1,22
2018-01-08,2018-01-26,BeiJing,Computer Science,Clear,New,B1,18
2018-01-08,2018-02-07,ShangHai,pathology,Clear,New,J1,30
2018-01-08,2018-02-02,ShangHai,Mechanical Engineering,Clear,New,B1,25
2018-01-08,2018-01-30,ShangHai,N/A,Clear,Renewal,H4,22
2018-01-08,2018-01-31,BeiJing,CS,Clear,New,H1,23
2018-01-08,0000-00-00,BeiJing,N/A,Pending,New,H1,390
2018-01-08,2018-02-08,BeiJing,CS,Clear,New,J2,31
2018-01-08,0000-00-00,BeiJing,N/A,Pending,Renewal,B1,390
2018-01-08,2018-02-14,BeiJing,Computer Science,Clear,New,H1,37
2018-01-08,2018-05-31,BeiJing,Graphic Design,Clear,New,H1,143
2018-01-09,2018-02-05,GuangZhou,CS,Clear,New,B2,27
2018-01-09,0000-00-00,ShangHai,Stats,Pending,Renewal,H1,389
2018-01-09,2018-02-01,ShangHai,Biopolymer ,Clear,New,B1,23
2018-01-09,2018-01-31,ShangHai,automation,Clear,New,B1,22
2018-01-09,0000-00-00,BeiJing,CAM,Pending,Renewal,F1,389
2018-01-09,2018-01-31,Others,CS,Clear,Renewal,F1,22
2018-01-09,2018-02-08,ShangHai,ChemE,Clear,Renewal,H1,30
2018-01-09,0000-00-00,BeiJing,ME,Pending,New,J1,389
2018-01-10,2018-02-01,ShangHai,biotech,Clear,New,B1,22
2018-01-10,2018-02-06,BeiJing,communication engineering,Clear,New,B2,27
2018-01-10,2018-02-01,ShangHai,immunology,Clear,Renewal,J1,22
2018-01-10,2018-01-31,GuangZhou,chemistry,Clear,Renewal,F1,21
2018-01-10,2018-02-01,Vancouver,Information Systems,Clear,Renewal,H1,22
2018-01-10,2018-02-01,Vancouver ,N/A,Clear,Renewal,H4,22
2018-01-10,2018-02-12,GuangZhou,N/A,Clear,Renewal,J1,33
2018-01-10,0000-00-00,ShangHai,biochemistry,Pending,New,B1,388
2018-01-10,2018-03-09,BeiJing,N/A,Clear,New,J1,58
2018-01-11,0000-00-00,BeiJing,Condensed Matter Physics,Pending,New,F1,387
2018-01-11,2018-02-08,Ottawa,Civil Engineering,Clear,Renewal,F1,28
2018-01-11,2018-02-08,ShangHai,MSE,Clear,Renewal,H1,28
2018-01-11,2018-01-26,GuangZhou,FE,Clear,New,H1,15
2018-01-11,0000-00-00,Others,Computer Science,Pending,New,B1,387
2018-01-11,2018-02-09,ShangHai,Pharmacology,Clear,Renewal,F1,29
2018-01-11,2018-02-07,GuangZhou,ME,Clear,Renewal,L1,27
2018-01-11,2018-02-01,BeiJing,CS,Clear,New,H1,21
2018-01-11,2018-02-01,ShangHai,chemistry,Clear,New,B2,21
2018-01-11,2018-02-07,Others,Computer Engineering,Clear,New,H1,27
2018-01-11,2018-02-06,BeiJing,biology,Clear,New,H1,26
2018-01-11,2018-02-06,ShangHai,Neuroscience,Clear,New,J1,26
2018-01-11,2018-02-13,BeiJing,Dispatch,Clear,New,B1,33
2018-01-12,0000-00-00,BeiJing,N/A,Pending,New,J1,386
2018-01-12,2018-02-02,Europe,Engineer,Clear,New,B1,21
2018-01-12,0000-00-00,BeiJing,N/A,Pending,New,J1,386
2018-01-12,2018-02-06,GuangZhou,physics,Clear,Renewal,F1,25
2018-01-15,0000-00-00,GuangZhou,engineer,Pending,Renewal,B1,383
2018-01-16,2018-01-30,ShangHai,cs,Clear,New,H4,14
2018-01-16,2018-02-01,ShangHai,chemistry,Clear,New,F1,16
2018-01-16,2018-02-07,ShenYang,MIS,Clear,Renewal,F1,22
2018-01-16,0000-00-00,BeiJing,optical engineer,Pending,New,B1,382
2018-01-16,2018-02-05,BeiJing,CS,Clear,New,B1,20
2018-01-16,2018-02-06,BeiJing,CS,Clear,New,H1,21
2018-01-17,2018-01-23,BeiJing,Software Engineer,Clear,New,B1,6
2018-01-17,0000-00-00,ShenYang,English,Pending,Renewal,B2,381
2018-01-17,2018-02-14,ShangHai,Material Chemistry,Clear,New,B1,28
